congress_num,election_year,state,st_abbrev,fips,STATEFP,district,CD115FP,GEOID,name,party,fec_candidate_id,url,fin_total_receipt,fin_total_disbursement,employment,annual_payroll_in_1000,num_of_establishment
116,2018,Alaska,AK,2,2,0,0,200,Don Young,REP,H6AK00045,http://alaskansfordonyoung.com/,1041380,1159940,266072,15239195,21077
116,2018,Alabama,AL,1,1,1,1,101,Bradley Byrne,REP,H4AL01123,https://www.byrneforcongress.com/,1325140,662806,236720,9449314,15611
116,2018,Alabama,AL,1,1,2,2,102,Martha Roby,REP,H0AL02087,http://martharoby.com/,2506890,2100810,215224,8266520,14252
116,2018,Alabama,AL,1,1,3,3,103,Mike Rogers,REP,H2AL03032,http://www.mikerogersforcongress.com/,1219670,857764,179100,6150074,11510
116,2018,Alabama,AL,1,1,4,4,104,Robert Aderholt,REP,H6AL04098,http://aderholtforcongress.org/,1487010,853026,188796,6497936,12538
116,2018,Alabama,AL,1,1,5,5,105,Mo Brooks,REP,H0AL05163,http://mobrooksforcongress.com/,1474730,1876240,255797,11465689,15137
116,2018,Alabama,AL,1,1,6,6,106,Gary Palmer,REP,H4AL06098,http://palmerforalabama.com/,1187160,1318790,251622,11806559,16197
116,2018,Alabama,AL,1,1,7,7,107,Terri Sewell,DEM,H0AL07086,http://www.sewellforcongress.com/,1634560,1028350,287267,13460524,13840
116,2018,Arkansas,AR,5,5,1,1,501,Rick Crawford,REP,H0AR01083,http://www.meetrickcrawford.com/,974708,766218,192289,6526430,13855
116,2018,Arkansas,AR,5,5,2,2,502,French Hill,REP,H4AR02141,https://www.electfrench.com/,2724800,2843740,294396,12284595,18848
116,2018,Arkansas,AR,5,5,3,3,503,Steve Womack,REP,H0AR03055,http://womackforcongress.com/,1096640,1063570,328502,15048329,18788
116,2018,Arkansas,AR,5,5,4,4,504,Bruce Westerman,REP,H4AR04048,https://www.brucewesterman.com/,1574700,960858,186615,6504135,13748
116,2018,Arizona,AZ,4,4,1,1,401,Tom O'Halleran,DEM,H6AZ01199,http://www.tomohalleran.com/,2408830,2023000,166416,6415346,11927
116,2018,Arizona,AZ,4,4,2,2,402,Ann Kirkpatrick,DEM,H8AZ02151,https://www.kirkpatrickforcongress.com/,4087160,3275820,217943,7971798,15397
116,2018,Arizona,AZ,4,4,3,3,403,Raúl Grijalva,DEM,H2AZ07070,http://www.standwithraul.com/,645538,591169,165199,6620802,9888
116,2018,Arizona,AZ,4,4,4,4,404,Paul Gosar,REP,H0AZ01259,http://drpaulgosar.com/,537362,442051,141929,4689523,12645
116,2018,Arizona,AZ,4,4,5,5,405,Andy Biggs,REP,H6AZ05083,https://biggsforcongress.com/,765153,531105,187758,7590440,14439
116,2018,Arizona,AZ,4,4,6,6,406,David Schweikert,REP,H4AZ06045,https://davidschweikert.com/,1687400,1472420,379927,19555511,24973
116,2018,Arizona,AZ,4,4,7,7,407,Ruben Gallego,DEM,H4AZ07043,https://gallegoforarizona.com/,972420,871342,387001,19479408,14033
116,2018,Arizona,AZ,4,4,8,8,408,Debbie Lesko,REP,H8AZ08158,http://www.debbieleskoforcongress.com/,1906380,1541970,152527,5319119,11511
116,2018,Arizona,AZ,4,4,9,9,409,Greg Stanton,DEM,H8AZ09040,http://stantonforarizona.com/,2317900,2159070,475935,24709778,23646
116,2018,California,CA,6,6,1,1,601,Doug LaMalfa,REP,H2CA02142,http://www.douglamalfa.com/,928930,785602,171410,6765690,15365
116,2018,California,CA,6,6,10,10,610,Josh Harder,DEM,H8CA10126,https://www.harderforcongress.com/,7051820,6209200,190329,8414164,12185
116,2018,California,CA,6,6,11,11,611,Mark DeSaulnier,DEM,H0CA10073,http://desaulnierforcongress.com/,543869,438544,230676,13861319,16983
116,2018,California,CA,6,6,12,12,612,Nancy Pelosi,DEM,H8CA05035,https://www.pelosiforcongress.org/,4096320,4581440,613587,59999461,32718
116,2018,California,CA,6,6,13,13,613,Barbara Lee,DEM,H8CA09060,http://barbaraleeforcongress.org/,1664780,1589340,300945,19733986,19174
116,2018,California,CA,6,6,14,14,614,Jackie Speier,DEM,H8CA12171,http://www.jackiespeier.org/,903522,598202,351648,37628529,19454
116,2018,California,CA,6,6,15,15,615,Eric Swalwell,DEM,H2CA15094,https://www.swalwellforcongress.com/,2812370,2181950,289706,21236353,16997
116,2018,California,CA,6,6,16,16,616,Jim Costa,DEM,H4CA20082,http://www.jimcosta.com/,1697690,1913600,149720,6271829,9102
116,2018,California,CA,6,6,17,17,617,Ro Khanna,DEM,H4CA12055,http://www.rokhanna.com/,2643300,1774850,562421,68100168,21411
116,2018,California,CA,6,6,18,18,618,Anna Eshoo,DEM,H8CA12098,http://annaeshoo4congress.com/,1342830,1164440,404129,46636795,22079
116,2018,California,CA,6,6,19,19,619,Zoe Lofgren,DEM,H4CA16049,http://lofgrenforcongress.com,1603310,1727330,202572,13439877,13930
116,2018,California,CA,6,6,2,2,602,Jared Huffman,DEM,H2CA06259,http://jaredhuffman.com/,876954,655812,226752,11976222,21721
116,2018,California,CA,6,6,20,20,620,Jimmy Panetta,DEM,H6CA20152,https://jimmypanetta.com/,1122440,672326,200289,8920185,16384
116,2018,California,CA,6,6,21,21,621,TJ Cox,DEM,H8CA10167,https://tjcoxforcongress.com/,2499790,2268250,105964,4211383,6911
116,2018,California,CA,6,6,22,22,622,Devin Nunes,REP,H8CA20059,https://www.devinnunes.com/,11718400,9943510,208974,8407522,14384
116,2018,California,CA,6,6,23,23,623,Kevin McCarthy,REP,H6CA22125,https://www.mccarthyforcongress.com/,7748220,7103390,186208,7943420,12055
116,2018,California,CA,6,6,24,24,624,Salud Carbajal,DEM,H6CA24303,https://saludcarbajal.com/,2656970,1521780,242652,11375323,20372
116,2018,California,CA,6,6,25,25,625,Katie Hill,DEM,H8CA25074,https://www.katiehillforcongress.com/,7310760,5933220,161652,6772718,12375
116,2018,California,CA,6,6,26,26,626,Julia Brownley,DEM,H2CA00120,http://juliabrownley.com/,2484480,1615380,242372,13299946,18932
116,2018,California,CA,6,6,27,27,627,Judy Chu,DEM,H0CA32101,http://judychu.org/,1317610,818392,254910,12957792,21984
116,2018,California,CA,6,6,28,28,628,Adam Schiff,DEM,H0CA27085,https://adamschiff.com/,5904770,3438990,337666,18736830,25077
116,2018,California,CA,6,6,29,29,629,Tony Cárdenas,DEM,H2CA28113,http://www.tonycardenasforcongress.com/,1410680,1330020,171756,8011541,12253
116,2018,California,CA,6,6,3,3,603,John Garamendi,DEM,H0CA10149,http://www.garamendi.org/,1045180,780424,165851,7446447,11822
116,2018,California,CA,6,6,30,30,630,Brad Sherman,DEM,H6CA24113,http://bradsherman.com/,1203500,508611,391843,19320288,30390
116,2018,California,CA,6,6,31,31,631,Pete Aguilar,DEM,H2CA31125,http://www.peteaguilar.com/,2589120,2113920,240722,10291542,13186
116,2018,California,CA,6,6,32,32,632,Grace Napolitano,DEM,H8CA34068,http://napolitanoforcongress.com/,366453,174202,246743,11325710,15315
116,2018,California,CA,6,6,33,33,633,Ted Lieu,DEM,H4CA33119,http://www.tedlieu.com/,1693800,925308,508491,38146705,40750
116,2018,California,CA,6,6,34,34,634,Jimmy Gomez,DEM,H8CA34266,https://jimmygomezforcongress.com/,1486310,1345400,349223,22693117,23945
116,2018,California,CA,6,6,35,35,635,Norma Torres,DEM,H4CA35031,http://www.normatorres.com/,604143,562285,260410,11764501,13495
116,2018,California,CA,6,6,36,36,636,Raul Ruiz,DEM,H2CA36439,http://drraulruiz.com/,3043150,2129720,169377,5989491,12438
116,2018,California,CA,6,6,37,37,637,Karen Bass,DEM,H0CA33117,http://www.karenbass.com/,803301,745933,295656,19211561,21475
116,2018,California,CA,6,6,38,38,638,Linda Sánchez,DEM,H2CA39078,https://voteforlinda.com/,1659810,1326940,243609,10757767,14810
116,2018,California,CA,6,6,39,39,639,Gil Cisneros,DEM,H8CA39174,cisnerosforcongress.com/,11147200,10515000,257648,11940797,19665
116,2018,California,CA,6,6,4,4,604,Tom McClintock,REP,H8CA04152,http://tommcclintock.com/,1616120,1471170,222875,10421957,18682
116,2018,California,CA,6,6,40,40,640,Lucille Roybal-Allard,DEM,H2CA33048,http://www.lucilleforcongress.org/,500861,489820,211391,9116839,11400
116,2018,California,CA,6,6,41,41,641,Mark Takano,DEM,H2CA43245,https://marktakano.com/,1024670,890526,184914,7571227,10126
116,2018,California,CA,6,6,42,42,642,Ken Calvert,REP,H2CA37023,https://www.calvertforcongress.com/,1423930,1507580,155850,6339570,11740
116,2018,California,CA,6,6,43,43,643,Maxine Waters,DEM,H4CA23011,maxinewatersforcongress.com,1310950,890706,291799,15274009,15217
116,2018,California,CA,6,6,44,44,644,Nanette Barragán,DEM,H6CA44103,http://barraganforcongress.com/,1449580,814786,163841,7775026,8735
116,2018,California,CA,6,6,45,45,645,Katie Porter,DEM,H8CA45130,http://katieporter.com/,5868500,5357650,413301,29007637,26021
116,2018,California,CA,6,6,46,46,646,Lou Correa,DEM,H6CA46116,http://www.loucorrea.com/,1042790,458661,392810,18892153,18049
116,2018,California,CA,6,6,47,47,647,Alan Lowenthal,DEM,H2CA00104,http://alanlowenthal.com/,692822,537257,243080,12344945,15770
116,2018,California,CA,6,6,48,48,648,Harley Rouda,DEM,H8CA48035,https://www.harleyforcongress.com/,7368720,6640120,327565,19507963,25408
116,2018,California,CA,6,6,49,49,649,Mike Levin,DEM,H8CA49058,https://mikelevin.org/,5587110,4757470,276231,15097424,21754
116,2018,California,CA,6,6,5,5,605,Mike Thompson,DEM,H8CA01109,http://www.mikethompsonforcongress.com/,1956380,1867920,234849,12433994,17266
116,2018,California,CA,6,6,50,50,650,Duncan D. Hunter,REP,H8CA52052,https://hunterforcongress.com/,1093000,1606800,200829,7877190,16313
116,2018,California,CA,6,6,51,51,651,Juan Vargas,DEM,H2CA50026,https://votevargas.com/,831195,750274,141209,5174788,10343
116,2018,California,CA,6,6,52,52,652,Scott Peters,DEM,H2CA52089,http://www.scottpeters.com/,2683870,1495390,525065,36032894,29498
116,2018,California,CA,6,6,53,53,653,Susan Davis,DEM,H0CA49055,http://www.susandavisforcongress.com/,390550,449134,234195,10678743,16279
116,2018,California,CA,6,6,6,6,606,Doris Matsui,DEM,H6CA05195,http://www.matsuiforcongress.com/,1019540,1047110,263366,13492461,15582
116,2018,California,CA,6,6,7,7,607,Ami Bera,DEM,H0CA03078,http://www.beraforcongress.com/,2809120,1387700,213587,11860894,13795
116,2018,California,CA,6,6,8,8,608,Paul Cook,REP,H2CA08164,http://joinpaulcook.com/,927054,1061810,116450,4035595,9402
116,2018,California,CA,6,6,9,9,609,Jerry McNerney,DEM,H4CA11081,http://jerrymcnerney.org/,1157020,732444,159812,7215345,10777
116,2018,Colorado,CO,8,8,1,1,801,Diana DeGette,DEM,H6CO01141,https://degette.com/,1215020,1131640,496227,28878089,29618
116,2018,Colorado,CO,8,8,2,2,802,Joe Neguse,DEM,H8CO02160,https://www.joeneguseforcongress.com/,1205530,976091,356951,18241295,30011
116,2018,Colorado,CO,8,8,3,3,803,Scott Tipton,REP,H6CO03139,https://www.votetipton.com/,1469790,1370070,252456,9777300,25551
116,2018,Colorado,CO,8,8,4,4,804,Ken Buck,REP,H4CO04090,buckforcolorado.com,589639,598853,241416,12338851,19686
116,2018,Colorado,CO,8,8,5,5,805,Doug Lamborn,REP,H6CO05159,lambornforcongress.org,669736,753467,255960,11176491,19829
116,2018,Colorado,CO,8,8,6,6,806,Jason Crow,DEM,H8CO06229,jasoncrowforcongress.com/,5102810,4505290,326513,19111742,20336
116,2018,Colorado,CO,8,8,7,7,807,Ed Perlmutter,DEM,H6CO07023,perlmutterforcolorado.com,1789530,1388520,269887,12820694,19500
116,2018,Connecticut,CT,9,9,1,1,901,John B. Larson,DEM,H8CT01046,http://larsonforcongress.org/,1568980,1517750,377872,22700042,18540
116,2018,Connecticut,CT,9,9,2,2,902,Joe Courtney,DEM,H2CT02112,http://www.joecourtney.com/,1053660,850917,215723,9871541,14386
116,2018,Connecticut,CT,9,9,3,3,903,Rosa DeLauro,DEM,H0CT03072,http://www.rosadelauro.com/,1207120,1141490,308835,16066503,16503
116,2018,Connecticut,CT,9,9,4,4,904,Jim Himes,DEM,H8CT04172,https://www.himesforcongress.com/,1919550,1383610,336223,30204132,21896
116,2018,Connecticut,CT,9,9,5,5,905,Jahana Hayes,DEM,H8CT05245,https://www.jahanahayes.com/,1608360,800963,267494,14077634,17551
116,2018,Delaware,DE,10,10,0,0,1000,Lisa Blunt Rochester,DEM,H6DE00206,https://lisabluntrochester.com/,1204310,967958,400069,21196371,25366
116,2018,Florida,FL,12,12,1,1,1201,Matt Gaetz,REP,H6FL01119,http://mattgaetz.com/,1150150,989519,208689,8022382,16955
116,2018,Florida,FL,12,12,10,10,1210,Val Demings,DEM,H2FL08063,http://www.valdemings.com/,783433,789532,479029,19618829,22907
116,2018,Florida,FL,12,12,11,11,1211,Daniel Webster,REP,H0FL08208,http://www.electwebster.com/,568412,441355,140927,4728339,12340
116,2018,Florida,FL,12,12,12,12,1212,Gus Bilirakis,REP,H6FL09070,http://bilirakisforcongress.com/,1855710,1555350,168479,6087297,16550
116,2018,Florida,FL,12,12,13,13,1213,Charlie Crist,DEM,H6FL13205,https://charliecrist.com/,3309510,1479300,301078,13729500,21271
116,2018,Florida,FL,12,12,14,14,1214,Kathy Castor,DEM,H6FL11126,http://www.castorforcongress.com/,721653,630911,424550,22163919,24612
116,2018,Florida,FL,12,12,15,15,1215,Ross Spano,REP,H8FL15230,http://www.rossspano.com/,587720,519284,256097,10638654,16463
116,2018,Florida,FL,12,12,16,16,1216,Vern Buchanan,REP,H6FL13148,https://www.vernbuchanan.com/,2792680,3800760,229239,9282636,21196
116,2018,Florida,FL,12,12,17,17,1217,Greg Steube,REP,H8FL17053,https://www.electgregsteube.com/,782125,598442,137652,4846397,13760
116,2018,Florida,FL,12,12,18,18,1218,Brian Mast,REP,H6FL18097,https://www.mastforcongress.com/,5373900,4557500,223989,9674944,21571
116,2018,Florida,FL,12,12,19,19,1219,Francis Rooney,REP,H6FL19087,http://francisrooney.com/,699780,896068,300371,12245813,25537
116,2018,Florida,FL,12,12,2,2,1202,Neal Dunn,REP,H6FL02208,https://www.nealdunn.com/,1329410,935092,173017,6191323,14940
116,2018,Florida,FL,12,12,20,20,1220,Alcee Hastings,DEM,H2FL23021,http://alceeforcongress.com/,758646,781693,255643,12014425,17351
116,2018,Florida,FL,12,12,21,21,1221,Lois Frankel,DEM,H2FL14053,https://loisfrankelforcongress.com/,931541,770982,201112,8272292,21658
116,2018,Florida,FL,12,12,22,22,1222,Ted Deutch,DEM,H0FL19080,http://www.tedforcongress.com/,1208550,1019900,351980,17616621,33420
116,2018,Florida,FL,12,12,23,23,1223,Debbie Wasserman Schultz,DEM,H4FL20023,https://www.debbiewassermanschultz.com/,2011650,1616330,295718,13511293,26148
116,2018,Florida,FL,12,12,24,24,1224,Frederica Wilson,DEM,H0FL17068,http://www.fredericawilsonforcongress.com/,346352,317561,213698,9344369,16401
116,2018,Florida,FL,12,12,25,25,1225,Mario Diaz-Balart,REP,H2FL25018,http://www.mariodiazbalart.com/,2145380,1941840,333224,15038123,26169
116,2018,Florida,FL,12,12,26,26,1226,Debbie Mucarsel-Powell,DEM,H8FL26039,https://debbiemucarselpowell.com/,3767710,3551100,131696,4538373,15223
116,2018,Florida,FL,12,12,27,27,1227,Donna Shalala,DEM,H8FL27193,https://donnashalala.com/,3659880,3200730,354819,19424578,32348
116,2018,Florida,FL,12,12,3,3,1203,Ted Yoho,REP,H2FL06109,https://www.tedyoho.com/,818106,596302,216562,8032976,16478
116,2018,Florida,FL,12,12,4,4,1204,John Rutherford,REP,H6FL04105,http://www.votejohnrutherford.com/,807644,350790,355941,16502693,23983
116,2018,Florida,FL,12,12,5,5,1205,Al Lawson,DEM,H0FL02086,http://www.allawson.com/,613388,588881,231147,9979470,14651
116,2018,Florida,FL,12,12,6,6,1206,Michael Waltz,REP,H8FL06148,https://www.michaelwaltz.com/,1866980,1605900,181257,6177725,16927
116,2018,Florida,FL,12,12,7,7,1207,Stephanie Murphy,DEM,H6FL07140,http://www.stephaniemurphyforcongress.com/,3046540,2305960,341794,16649625,24259
116,2018,Florida,FL,12,12,8,8,1208,Bill Posey,REP,H8FL15107,http://billposey.com/,878420,777338,219142,9226697,18379
116,2018,Florida,FL,12,12,9,9,1209,Darren Soto,DEM,H6FL09179,https://www.darrensoto.com/,1412660,1355930,193190,7103442,13478
116,2018,Georgia,GA,13,13,1,1,1301,Buddy Carter,REP,H4GA01039,http://buddycarterforcongress.com/,1924730,1124580,230310,8921698,15774
116,2018,Georgia,GA,13,13,10,10,1310,Jody Hice,REP,H0GA07125,http://www.jodyhice.com/,625838,534759,159169,5488133,13100
116,2018,Georgia,GA,13,13,11,11,1311,Barry Loudermilk,REP,H4GA11061,http://loudermilkforcongress.com/,798920,479379,362353,20587544,21091
116,2018,Georgia,GA,13,13,12,12,1312,Rick W. Allen,REP,H2GA12121,https://www.rickwallen.com/,1028410,920401,210926,8129608,13169
116,2018,Georgia,GA,13,13,13,13,1313,David Scott,DEM,H2GA13012,NULL,1035690,961049,171442,6935620,11107
116,2018,Georgia,GA,13,13,14,14,1314,Tom Graves,REP,H0GA09030,http://www.gravesforcongress.org/,1977430,879465,175666,6472256,10652
116,2018,Georgia,GA,13,13,2,2,1302,Sanford Bishop,DEM,H2GA02031,https://sanfordbishop.com/,1080930,985871,202809,8092637,12942
116,2018,Georgia,GA,13,13,3,3,1303,Drew Ferguson,REP,H6GA03113,https://fergusonforgeorgia.com/conservative-for-georgia/,1182370,1019590,226611,8444704,15035
116,2018,Georgia,GA,13,13,4,4,1304,Hank Johnson,DEM,H6GA04129,https://hankforcongress.com/,461015,404646,150249,5810605,11245
116,2018,Georgia,GA,13,13,5,5,1305,John Lewis,DEM,H6GA05217,http://www.johnlewisforcongress.com/,3376240,1770000,529484,32891819,22133
116,2018,Georgia,GA,13,13,6,6,1306,Lucy McBath,DEM,H8GA06393,http://www.lucyforcongress.com/,1803440,1238620,478508,32962994,28524
116,2018,Georgia,GA,13,13,7,7,1307,Rob Woodall,REP,H0GA07133,http://robwoodall.com/,1090330,924543,359243,18217718,24763
116,2018,Georgia,GA,13,13,8,8,1308,Austin Scott,REP,H0GA08099,http://scottforga.com/,787578,580598,185537,6282657,13248
116,2018,Georgia,GA,13,13,9,9,1309,Doug Collins,REP,H2GA09150,http://www.collinsleads.com/,1311900,611826,201396,7616645,14712
116,2018,Hawaii,HI,15,15,1,1,1501,Ed Case,DEM,H8HI01234,https://www.edcase.com/,504510,424123,320441,14996715,18230
116,2018,Hawaii,HI,15,15,2,2,1502,Tulsi Gabbard,DEM,H2HI02508,https://www.votetulsi.com/,1337930,1294440,185382,6974019,13913
116,2018,Iowa,IA,19,19,1,1,1901,Abby Finkenauer,DEM,H8IA01094,https://www.abbyfinkenauer.com/,3891570,3330280,349963,14386816,19583
116,2018,Iowa,IA,19,19,2,2,1902,Dave Loebsack,DEM,H6IA02146,https://www.loebsackforcongress.org/,1975340,1647300,314996,12470841,18874
116,2018,Iowa,IA,19,19,3,3,1903,Cindy Axne,DEM,H8IA03124,https://cindyaxneforcongress.com/,4347210,3442910,375053,17821374,20647
116,2018,Iowa,IA,19,19,4,4,1904,Steve King,REP,H2IA05072,http://kingforcongress.com/,739554,689845,288970,10934667,22066
116,2018,Idaho,ID,16,16,1,1,1601,Russ Fulcher,REP,H8ID01124,http://russfulcher.com/,849828,837484,242730,9002654,21696
116,2018,Idaho,ID,16,16,2,2,1602,Mike Simpson,REP,H8ID02064,http://www.simpsonforcongress.com/,1042020,893691,309751,12870141,23825
116,2018,Illinois,IL,17,17,1,1,1701,Bobby Rush,DEM,H2IL01042,NULL,346188,299877,191669,7874437,11931
116,2018,Illinois,IL,17,17,10,10,1710,Brad Schneider,DEM,H2IL10068,http://www.schneiderforcongress.com,4295010,3177320,368852,27883324,21561
116,2018,Illinois,IL,17,17,11,11,1711,Bill Foster,DEM,H8IL14067,http://www.billfoster.com/,2466870,1470920,274618,12674795,16098
116,2018,Illinois,IL,17,17,12,12,1712,Mike Bost,REP,H4IL12060,http://bostforcongress.com/,2608190,2383590,217707,8363013,14685
116,2018,Illinois,IL,17,17,13,13,1713,Rodney Davis,REP,H2IL13120,https://electrodney.com/,3237280,3083220,246755,9796449,15495
116,2018,Illinois,IL,17,17,14,14,1714,Lauren Underwood,DEM,H8IL14174,https://www.underwoodforcongress.com/,4018300,2847120,192487,8546798,17645
116,2018,Illinois,IL,17,17,15,15,1715,John Shimkus,REP,H2IL20042,https://johnshimkus.com/,1890070,1567980,202608,7472152,15367
116,2018,Illinois,IL,17,17,16,16,1716,Adam Kinzinger,REP,H0IL11052,http://www.electadam.com/,1732460,1999130,223584,9296869,15063
